nodes,e1_1,e1_2,e1_3,e1_4,e2_1
techs,demand_power,demand_power,demand_power,demand_power,demand_power
2023-01-01T00:00:00,26.102,26.102,26.102,26.102,43.752
2023-01-01T01:00:00,32.11,32.11,32.11,32.11,56.064
2023-01-01T02:00:00,27.812,27.812,27.812,27.812,52.896
2023-01-01T03:00:00,23.73,23.73,23.73,23.73,51.156
2023-01-01T04:00:00,21.21,21.21,21.21,21.21,49.992
2023-01-01T05:00:00,19.866,19.866,19.866,19.866,52.068
2023-01-01T06:00:00,21.79,21.79,21.79,21.79,59.012
2023-01-01T07:00:00,22.862,22.862,22.862,22.862,68.152
2023-01-01T08:00:00,24.76,24.76,24.76,24.76,66.548
2023-01-01T09:00:00,29.278,29.278,29.278,29.278,61.972
2023-01-01T10:00:00,31.376,31.376,31.376,31.376,52.736
2023-01-01T11:00:00,30.892,30.892,30.892,30.892,45.26
2023-01-01T12:00:00,28.824,28.824,28.824,28.824,39.132
2023-01-01T13:00:00,27.608,27.608,27.608,27.608,38.452
2023-01-01T14:00:00,28.4,28.4,28.4,28.4,41.436
2023-01-01T15:00:00,32.36,32.36,32.36,32.36,48.884
2023-01-01T16:00:00,40.004,40.004,40.004,40.004,62.392
2023-01-01T17:00:00,51.366,51.366,51.366,51.366,79.252
2023-01-01T18:00:00,57.768,57.768,57.768,57.768,89.3
2023-01-01T19:00:00,53.588,53.588,53.588,53.588,85.372
2023-01-01T20:00:00,50.8,50.8,50.8,50.8,80.532
2023-01-01T21:00:00,44.564,44.564,44.564,44.564,72.58
2023-01-01T22:00:00,40.596,40.596,40.596,40.596,65.244
2023-01-01T23:00:00,34.834,34.834,34.834,34.834,58.38
2023-01-02T00:00:00,28.47,28.47,28.47,28.47,55.492
2023-01-02T01:00:00,24.12,24.12,24.12,24.12,50.864
2023-01-02T02:00:00,21.63,21.63,21.63,21.63,48.896
2023-01-02T03:00:00,20.332,20.332,20.332,20.332,47.82
2023-01-02T04:00:00,19.704,19.704,19.704,19.704,47.56
2023-01-02T05:00:00,20.276,20.276,20.276,20.276,51.612
2023-01-02T06:00:00,23.444,23.444,23.444,23.444,61.696
2023-01-02T07:00:00,29.648,29.648,29.648,29.648,75.96
2023-01-02T08:00:00,33.872,33.872,33.872,33.872,82.1
2023-01-02T09:00:00,33.102,33.102,33.102,33.102,74.036
2023-01-02T10:00:00,28.44,28.44,28.44,28.44,61.596
2023-01-02T11:00:00,24.204,24.204,24.204,24.204,53.04
2023-01-02T12:00:00,23.694,23.694,23.694,23.694,47.988
2023-01-02T13:00:00,22.8,22.8,22.8,22.8,45.668
2023-01-02T14:00:00,23.148,23.148,23.148,23.148,47.264
2023-01-02T15:00:00,25.442,25.442,25.442,25.442,52.736
2023-01-02T16:00:00,32.584,32.584,32.584,32.584,64.36
2023-01-02T17:00:00,50.604,50.604,50.604,50.604,84.648
2023-01-02T18:00:00,58.09,58.09,58.09,58.09,91.68
2023-01-02T19:00:00,52.122,52.122,52.122,52.122,86.456
2023-01-02T20:00:00,48.594,48.594,48.594,48.594,80.148
2023-01-02T21:00:00,43.672,43.672,43.672,43.672,72.984
2023-01-02T22:00:00,39.172,39.172,39.172,39.172,65.992
2023-01-02T23:00:00,33.584,33.584,33.584,33.584,57.992
2023-01-03T00:00:00,25.522,25.522,25.522,25.522,49.86
2023-01-03T01:00:00,21.484,21.484,21.484,21.484,45.26
2023-01-03T02:00:00,19.094,19.094,19.094,19.094,44.208
2023-01-03T03:00:00,18.072,18.072,18.072,18.072,42.86
2023-01-03T04:00:00,17.8,17.8,17.8,17.8,43.528
2023-01-03T05:00:00,18.574,18.574,18.574,18.574,47.616
2023-01-03T06:00:00,21.792,21.792,21.792,21.792,57.508
2023-01-03T07:00:00,27.284,27.284,27.284,27.284,70.792
2023-01-03T08:00:00,25.292,25.292,25.292,25.292,62.284
2023-01-03T09:00:00,18.41,18.41,18.41,18.41,43.52
2023-01-03T10:00:00,13.882,13.882,13.882,13.882,29.436
2023-01-03T11:00:00,10.386,10.386,10.386,10.386,22.076
2023-01-03T12:00:00,10.61,10.61,10.61,10.61,19.488
2023-01-03T13:00:00,10.482,10.482,10.482,10.482,19.596
2023-01-03T14:00:00,10.822,10.822,10.822,10.822,21.66
2023-01-03T15:00:00,12.17,12.17,12.17,12.17,25.66
2023-01-03T16:00:00,16.684,16.684,16.684,16.684,32.808
2023-01-03T17:00:00,35.206,35.206,35.206,35.206,54.9
2023-01-03T18:00:00,49.048,49.048,49.048,49.048,78.124
2023-01-03T19:00:00,48.576,48.576,48.576,48.576,81.268
2023-01-03T20:00:00,45.252,45.252,45.252,45.252,75.872
2023-01-03T21:00:00,40.876,40.876,40.876,40.876,68.6
2023-01-03T22:00:00,36.764,36.764,36.764,36.764,61.8
2023-01-03T23:00:00,31.836,31.836,31.836,31.836,54.74
2023-01-04T00:00:00,24.45,24.45,24.45,24.45,45.932
2023-01-04T01:00:00,20.616,20.616,20.616,20.616,43.032
2023-01-04T02:00:00,18.756,18.756,18.756,18.756,41.532
2023-01-04T03:00:00,17.806,17.806,17.806,17.806,42.096
2023-01-04T04:00:00,17.594,17.594,17.594,17.594,43.956
2023-01-04T05:00:00,18.406,18.406,18.406,18.406,49.912
2023-01-04T06:00:00,20.6,20.6,20.6,20.6,57.52
2023-01-04T07:00:00,19.534,19.534,19.534,19.534,50.892
2023-01-04T08:00:00,17.764,17.764,17.764,17.764,33.944
2023-01-04T09:00:00,15.222,15.222,15.222,15.222,22.512
2023-01-04T10:00:00,11.708,11.708,11.708,11.708,17.156
2023-01-04T11:00:00,10.17,10.17,10.17,10.17,13.388
2023-01-04T12:00:00,10.034,10.034,10.034,10.034,11.86
2023-01-04T13:00:00,9.144,9.144,9.144,9.144,11.984
2023-01-04T14:00:00,8.488,8.488,8.488,8.488,12.18
2023-01-04T15:00:00,9.316,9.316,9.316,9.316,14.004
2023-01-04T16:00:00,14.122,14.122,14.122,14.122,19.624
2023-01-04T17:00:00,25.28,25.28,25.28,25.28,33.392
2023-01-04T18:00:00,35.748,35.748,35.748,35.748,53.632
2023-01-04T19:00:00,42.334,42.334,42.334,42.334,70.324
2023-01-04T20:00:00,41.422,41.422,41.422,41.422,68.38
2023-01-04T21:00:00,37.724,37.724,37.724,37.724,61.196
2023-01-04T22:00:00,33.658,33.658,33.658,33.658,55.412
2023-01-04T23:00:00,28.24,28.24,28.24,28.24,50.42
2023-01-05T00:00:00,19.65,19.65,19.65,19.65,40.356
2023-01-05T01:00:00,17.132,17.132,17.132,17.132,39.412
2023-01-05T02:00:00,16.504,16.504,16.504,16.504,39.968
2023-01-05T03:00:00,16.504,16.504,16.504,16.504,40.868
2023-01-05T04:00:00,17.33,17.33,17.33,17.33,43.764
2023-01-05T05:00:00,19.084,19.084,19.084,19.084,51.212
2023-01-05T06:00:00,17.576,17.576,17.576,17.576,51.864
2023-01-05T07:00:00,15.23,15.23,15.23,15.23,40.192
2023-01-05T08:00:00,12.906,12.906,12.906,12.906,25.46
2023-01-05T09:00:00,9.71,9.71,9.71,9.71,16.324
2023-01-05T10:00:00,7.77,7.77,7.77,7.77,12.424
2023-01-05T11:00:00,7.08,7.08,7.08,7.08,11.208
2023-01-05T12:00:00,6.014,6.014,6.014,6.014,11.62
2023-01-05T13:00:00,5.658,5.658,5.658,5.658,11.348
2023-01-05T14:00:00,5.718,5.718,5.718,5.718,12.496
2023-01-05T15:00:00,7.24,7.24,7.24,7.24,14.928
2023-01-05T16:00:00,15.588,15.588,15.588,15.588,22.304
2023-01-05T17:00:00,22.834,22.834,22.834,22.834,31.916
2023-01-05T18:00:00,25.608,25.608,25.608,25.608,41.66
2023-01-05T19:00:00,31.334,31.334,31.334,31.334,51.736
2023-01-05T20:00:00,35.386,35.386,35.386,35.386,59.932
2023-01-05T21:00:00,34.188,34.188,34.188,34.188,57.216
2023-01-05T22:00:00,30.016,30.016,30.016,30.016,50.648
2023-01-05T23:00:00,23.804,23.804,23.804,23.804,44.388
2023-01-06T00:00:00,19.556,19.556,19.556,19.556,41.208
2023-01-06T01:00:00,16.91,16.91,16.91,16.91,38.676
2023-01-06T02:00:00,16.14,16.14,16.14,16.14,35.868
2023-01-06T03:00:00,15.746,15.746,15.746,15.746,36.24
2023-01-06T04:00:00,15.368,15.368,15.368,15.368,38.424
2023-01-06T05:00:00,15.106,15.106,15.106,15.106,42.744
2023-01-06T06:00:00,14.918,14.918,14.918,14.918,46.752
2023-01-06T07:00:00,14.404,14.404,14.404,14.404,42.184
2023-01-06T08:00:00,12.418,12.418,12.418,12.418,33.572
2023-01-06T09:00:00,9.928,9.928,9.928,9.928,25.588
2023-01-06T10:00:00,8.286,8.286,8.286,8.286,21.4
2023-01-06T11:00:00,7.952,7.952,7.952,7.952,19.68
2023-01-06T12:00:00,6.916,6.916,6.916,6.916,18.04
2023-01-06T13:00:00,5.938,5.938,5.938,5.938,16.484
2023-01-06T14:00:00,5.622,5.622,5.622,5.622,15.644
2023-01-06T15:00:00,6.496,6.496,6.496,6.496,17.676
2023-01-06T16:00:00,13.744,13.744,13.744,13.744,23.192
2023-01-06T17:00:00,19.45,19.45,19.45,19.45,30.48
2023-01-06T18:00:00,19.33,19.33,19.33,19.33,37.34
2023-01-06T19:00:00,24.026,24.026,24.026,24.026,43.96
2023-01-06T20:00:00,28.926,28.926,28.926,28.926,52.272
2023-01-06T21:00:00,31.666,31.666,31.666,31.666,56.78
2023-01-06T22:00:00,29.322,29.322,29.322,29.322,52.064
2023-01-06T23:00:00,24.282,24.282,24.282,24.282,45.572
2023-01-07T00:00:00,20.868,20.868,20.868,20.868,42.324
2023-01-07T01:00:00,17.926,17.926,17.926,17.926,40.064
2023-01-07T02:00:00,16.526,16.526,16.526,16.526,38.424
2023-01-07T03:00:00,15.92,15.92,15.92,15.92,37.764
2023-01-07T04:00:00,15.582,15.582,15.582,15.582,38.364
2023-01-07T05:00:00,13.074,13.074,13.074,13.074,38.88
2023-01-07T06:00:00,10.092,10.092,10.092,10.092,36.644
2023-01-07T07:00:00,10.542,10.542,10.542,10.542,30.236
2023-01-07T08:00:00,10.702,10.702,10.702,10.702,21.144
2023-01-07T09:00:00,9.078,9.078,9.078,9.078,15.144
2023-01-07T10:00:00,8.292,8.292,8.292,8.292,14.852
2023-01-07T11:00:00,9.024,9.024,9.024,9.024,14.296
2023-01-07T12:00:00,8.504,8.504,8.504,8.504,14.576
2023-01-07T13:00:00,8.834,8.834,8.834,8.834,15.588
2023-01-07T14:00:00,9.112,9.112,9.112,9.112,17.724
2023-01-07T15:00:00,9.658,9.658,9.658,9.658,21.552
2023-01-07T16:00:00,14.796,14.796,14.796,14.796,27.816
2023-01-07T17:00:00,21.442,21.442,21.442,21.442,37.26
2023-01-07T18:00:00,22.796,22.796,22.796,22.796,44.804
2023-01-07T19:00:00,26.024,26.024,26.024,26.024,50.232
2023-01-07T20:00:00,28.738,28.738,28.738,28.738,55.08
2023-01-07T21:00:00,30.368,30.368,30.368,30.368,56.556
2023-01-07T22:00:00,28.628,28.628,28.628,28.628,52.008
2023-01-07T23:00:00,24.356,24.356,24.356,24.356,47.532
2023-01-08T00:00:00,19.026,19.026,19.026,19.026,41.34
2023-01-08T01:00:00,16.928,16.928,16.928,16.928,39.368
2023-01-08T02:00:00,16.07,16.07,16.07,16.07,37.824
2023-01-08T03:00:00,15.26,15.26,15.26,15.26,37.716
2023-01-08T04:00:00,15.562,15.562,15.562,15.562,39.508
2023-01-08T05:00:00,15.1,15.1,15.1,15.1,43.984
2023-01-08T06:00:00,11.574,11.574,11.574,11.574,42.576
2023-01-08T07:00:00,9.766,9.766,9.766,9.766,33.144
2023-01-08T08:00:00,7.998,7.998,7.998,7.998,22.52
2023-01-08T09:00:00,6.662,6.662,6.662,6.662,16.316
2023-01-08T10:00:00,5.524,5.524,5.524,5.524,14.668
2023-01-08T11:00:00,5.714,5.714,5.714,5.714,14.28
2023-01-08T12:00:00,4.98,4.98,4.98,4.98,13.32
2023-01-08T13:00:00,4.542,4.542,4.542,4.542,12.704
2023-01-08T14:00:00,4.64,4.64,4.64,4.64,13.784
2023-01-08T15:00:00,5.724,5.724,5.724,5.724,16.088
2023-01-08T16:00:00,11.878,11.878,11.878,11.878,23.096
2023-01-08T17:00:00,17.96,17.96,17.96,17.96,33.548
2023-01-08T18:00:00,18.976,18.976,18.976,18.976,42.4
2023-01-08T19:00:00,24.462,24.462,24.462,24.462,51.872
2023-01-08T20:00:00,29.328,29.328,29.328,29.328,59.664
2023-01-08T21:00:00,30.366,30.366,30.366,30.366,59.86
2023-01-08T22:00:00,27.388,27.388,27.388,27.388,52.54
2023-01-08T23:00:00,22.884,22.884,22.884,22.884,47.348
2023-01-09T00:00:00,19.566,19.566,19.566,19.566,41.992
2023-01-09T01:00:00,17.17,17.17,17.17,17.17,39.2
2023-01-09T02:00:00,15.918,15.918,15.918,15.918,37.648
2023-01-09T03:00:00,15.624,15.624,15.624,15.624,36.8
2023-01-09T04:00:00,15.176,15.176,15.176,15.176,39.184
2023-01-09T05:00:00,16.346,16.346,16.346,16.346,47.896
2023-01-09T06:00:00,17.744,17.744,17.744,17.744,53.944
2023-01-09T07:00:00,14.036,14.036,14.036,14.036,42.676
2023-01-09T08:00:00,10.698,10.698,10.698,10.698,28.112
2023-01-09T09:00:00,8.234,8.234,8.234,8.234,18.668
2023-01-09T10:00:00,6.396,6.396,6.396,6.396,14.684
2023-01-09T11:00:00,6.498,6.498,6.498,6.498,13.324
2023-01-09T12:00:00,5.44,5.44,5.44,5.44,11.112
2023-01-09T13:00:00,5.234,5.234,5.234,5.234,11.448
2023-01-09T14:00:00,5.744,5.744,5.744,5.744,13.76
2023-01-09T15:00:00,7.382,7.382,7.382,7.382,16.456
2023-01-09T16:00:00,14.752,14.752,14.752,14.752,25.472
2023-01-09T17:00:00,22.516,22.516,22.516,22.516,39.896
2023-01-09T18:00:00,25.51,25.51,25.51,25.51,53.624
2023-01-09T19:00:00,32.526,32.526,32.526,32.526,63.444
2023-01-09T20:00:00,33.106,33.106,33.106,33.106,63.988
2023-01-09T21:00:00,31.076,31.076,31.076,31.076,57.52
2023-01-09T22:00:00,28.898,28.898,28.898,28.898,51.688
2023-01-09T23:00:00,24.734,24.734,24.734,24.734,46.764
2023-01-10T00:00:00,20.172,20.172,20.172,20.172,45.12
2023-01-10T01:00:00,17.462,17.462,17.462,17.462,42.024
2023-01-10T02:00:00,16.28,16.28,16.28,16.28,40.304
2023-01-10T03:00:00,15.362,15.362,15.362,15.362,40.116
2023-01-10T04:00:00,15.53,15.53,15.53,15.53,42.424
2023-01-10T05:00:00,16.146,16.146,16.146,16.146,49.932
2023-01-10T06:00:00,17.828,17.828,17.828,17.828,60.204
2023-01-10T07:00:00,22.204,22.204,22.204,22.204,58.192
2023-01-10T08:00:00,23.734,23.734,23.734,23.734,48.908
2023-01-10T09:00:00,22.876,22.876,22.876,22.876,39.232
2023-01-10T10:00:00,20.096,20.096,20.096,20.096,32.452
2023-01-10T11:00:00,19.57,19.57,19.57,19.57,29.268
2023-01-10T12:00:00,18.676,18.676,18.676,18.676,27.82
2023-01-10T13:00:00,17.192,17.192,17.192,17.192,27.516
2023-01-10T14:00:00,16.73,16.73,16.73,16.73,28.668
2023-01-10T15:00:00,18.712,18.712,18.712,18.712,32.084
2023-01-10T16:00:00,27.726,27.726,27.726,27.726,44.636
2023-01-10T17:00:00,39.428,39.428,39.428,39.428,63.784
2023-01-10T18:00:00,43.53,43.53,43.53,43.53,75.256
2023-01-10T19:00:00,42.54,42.54,42.54,42.54,72.856
2023-01-10T20:00:00,37.908,37.908,37.908,37.908,67.536
2023-01-10T21:00:00,34.104,34.104,34.104,34.104,59.752
2023-01-10T22:00:00,28.464,28.464,28.464,28.464,51.508
2023-01-10T23:00:00,22.84,22.84,22.84,22.84,45.52
2023-01-11T00:00:00,24.8,24.8,24.8,24.8,52.964
2023-01-11T01:00:00,20.888,20.888,20.888,20.888,48.872
2023-01-11T02:00:00,18.844,18.844,18.844,18.844,46.952
2023-01-11T03:00:00,17.996,17.996,17.996,17.996,45.308
2023-01-11T04:00:00,17.546,17.546,17.546,17.546,46.34
2023-01-11T05:00:00,18.272,18.272,18.272,18.272,51.204
2023-01-11T06:00:00,21.398,21.398,21.398,21.398,62.884
2023-01-11T07:00:00,27.6,27.6,27.6,27.6,75.436
2023-01-11T08:00:00,27.618,27.618,27.618,27.618,69.252
2023-01-11T09:00:00,20.082,20.082,20.082,20.082,51.524
2023-01-11T10:00:00,14.594,14.594,14.594,14.594,35.26
2023-01-11T11:00:00,11.338,11.338,11.338,11.338,27.372
2023-01-11T12:00:00,11.944,11.944,11.944,11.944,26.264
2023-01-11T13:00:00,11.51,11.51,11.51,11.51,26.836
2023-01-11T14:00:00,12.396,12.396,12.396,12.396,30.084
2023-01-11T15:00:00,16.666,16.666,16.666,16.666,38.836
2023-01-11T16:00:00,28.076,28.076,28.076,28.076,56.176
2023-01-11T17:00:00,47.128,47.128,47.128,47.128,82.168
2023-01-11T18:00:00,52.482,52.482,52.482,52.482,90.428
2023-01-11T19:00:00,47.824,47.824,47.824,47.824,87.272
2023-01-11T20:00:00,44.676,44.676,44.676,44.676,79.276
2023-01-11T21:00:00,39.6,39.6,39.6,39.6,72.716
2023-01-11T22:00:00,35.328,35.328,35.328,35.328,65.856
2023-01-11T23:00:00,30.776,30.776,30.776,30.776,59.404
2023-01-12T00:00:00,28.832,28.832,28.832,28.832,56.408
2023-01-12T01:00:00,24.084,24.084,24.084,24.084,51.316
2023-01-12T02:00:00,21.004,21.004,21.004,21.004,48.568
2023-01-12T03:00:00,20.028,20.028,20.028,20.028,47.472
2023-01-12T04:00:00,19.618,19.618,19.618,19.618,48.096
2023-01-12T05:00:00,20.054,20.054,20.054,20.054,51.128
2023-01-12T06:00:00,23.216,23.216,23.216,23.216,62.968
2023-01-12T07:00:00,29.622,29.622,29.622,29.622,77.096
2023-01-12T08:00:00,34.908,34.908,34.908,34.908,82.316
2023-01-12T09:00:00,34.4,34.4,34.4,34.4,73.812
2023-01-12T10:00:00,29.28,29.28,29.28,29.28,63.072
2023-01-12T11:00:00,26.168,26.168,26.168,26.168,54.26
2023-01-12T12:00:00,27.05,27.05,27.05,27.05,51.992
2023-01-12T13:00:00,27.894,27.894,27.894,27.894,53.02
2023-01-12T14:00:00,29.772,29.772,29.772,29.772,59.34
2023-01-12T15:00:00,34.198,34.198,34.198,34.198,66.312
2023-01-12T16:00:00,41.396,41.396,41.396,41.396,77.052
2023-01-12T17:00:00,55.342,55.342,55.342,55.342,88.84
2023-01-12T18:00:00,59.066,59.066,59.066,59.066,92.004
2023-01-12T19:00:00,53.088,53.088,53.088,53.088,86.976
2023-01-12T20:00:00,49.224,49.224,49.224,49.224,80.44
2023-01-12T21:00:00,44.048,44.048,44.048,44.048,73.492
2023-01-12T22:00:00,39.73,39.73,39.73,39.73,67.052
2023-01-12T23:00:00,35.866,35.866,35.866,35.866,61.508
2023-01-13T00:00:00,28.584,28.584,28.584,28.584,55.712
2023-01-13T01:00:00,23.954,23.954,23.954,23.954,51.092
2023-01-13T02:00:00,21.312,21.312,21.312,21.312,49.164
2023-01-13T03:00:00,20.542,20.542,20.542,20.542,47.444
2023-01-13T04:00:00,19.938,19.938,19.938,19.938,47.976
2023-01-13T05:00:00,20.028,20.028,20.028,20.028,52.184
2023-01-13T06:00:00,22.818,22.818,22.818,22.818,61.408
2023-01-13T07:00:00,28.85,28.85,28.85,28.85,76.24
2023-01-13T08:00:00,33.996,33.996,33.996,33.996,83.388
2023-01-13T09:00:00,35.116,35.116,35.116,35.116,78.304
2023-01-13T10:00:00,30.578,30.578,30.578,30.578,64.344
2023-01-13T11:00:00,26.87,26.87,26.87,26.87,56.584
2023-01-13T12:00:00,26.342,26.342,26.342,26.342,52.152
2023-01-13T13:00:00,25.846,25.846,25.846,25.846,49.8
2023-01-13T14:00:00,26.042,26.042,26.042,26.042,51.456
2023-01-13T15:00:00,28.402,28.402,28.402,28.402,56.792
2023-01-13T16:00:00,35.472,35.472,35.472,35.472,68.972
2023-01-13T17:00:00,52.534,52.534,52.534,52.534,87.108
2023-01-13T18:00:00,58.292,58.292,58.292,58.292,93.876
2023-01-13T19:00:00,52.796,52.796,52.796,52.796,89.976
2023-01-13T20:00:00,48.822,48.822,48.822,48.822,82.008
2023-01-13T21:00:00,44.048,44.048,44.048,44.048,75.56
2023-01-13T22:00:00,39.338,39.338,39.338,39.338,68.564
2023-01-13T23:00:00,35.604,35.604,35.604,35.604,61.636
2023-01-14T00:00:00,29.89,29.89,29.89,29.89,57.908
2023-01-14T01:00:00,24.614,24.614,24.614,24.614,53.396
2023-01-14T02:00:00,21.48,21.48,21.48,21.48,51.532
2023-01-14T03:00:00,20.236,20.236,20.236,20.236,50.02
2023-01-14T04:00:00,19.56,19.56,19.56,19.56,49.212
2023-01-14T05:00:00,19.77,19.77,19.77,19.77,52.752
2023-01-14T06:00:00,21.546,21.546,21.546,21.546,60.672
2023-01-14T07:00:00,25.416,25.416,25.416,25.416,71.888
2023-01-14T08:00:00,32.28,32.28,32.28,32.28,76.224
2023-01-14T09:00:00,36.9,36.9,36.9,36.9,70.472
2023-01-14T10:00:00,33.628,33.628,33.628,33.628,58.176
2023-01-14T11:00:00,28.94,28.94,28.94,28.94,48.488
2023-01-14T12:00:00,27.544,27.544,27.544,27.544,41.952
2023-01-14T13:00:00,26.86,26.86,26.86,26.86,40.204
2023-01-14T14:00:00,27.482,27.482,27.482,27.482,43.144
2023-01-14T15:00:00,31.38,31.38,31.38,31.38,50.368
2023-01-14T16:00:00,38.32,38.32,38.32,38.32,64.892
2023-01-14T17:00:00,53.818,53.818,53.818,53.818,85.932
2023-01-14T18:00:00,59.664,59.664,59.664,59.664,94.78
2023-01-14T19:00:00,54.298,54.298,54.298,54.298,89.444
2023-01-14T20:00:00,49.478,49.478,49.478,49.478,81.8
2023-01-14T21:00:00,43.528,43.528,43.528,43.528,73.136
2023-01-14T22:00:00,39.434,39.434,39.434,39.434,67.504
2023-01-14T23:00:00,35.264,35.264,35.264,35.264,62.52
2023-01-15T00:00:00,28.906,28.906,28.906,28.906,58
2023-01-15T01:00:00,24.062,24.062,24.062,24.062,53.408
2023-01-15T02:00:00,21.31,21.31,21.31,21.31,51.56
2023-01-15T03:00:00,20.518,20.518,20.518,20.518,49.328
2023-01-15T04:00:00,19.906,19.906,19.906,19.906,49.632
2023-01-15T05:00:00,19.958,19.958,19.958,19.958,53.32
2023-01-15T06:00:00,21.318,21.318,21.318,21.318,61.076
2023-01-15T07:00:00,24.25,24.25,24.25,24.25,70.36
2023-01-15T08:00:00,30.478,30.478,30.478,30.478,72.076
2023-01-15T09:00:00,34.638,34.638,34.638,34.638,66.44
2023-01-15T10:00:00,33.29,33.29,33.29,33.29,54.468
2023-01-15T11:00:00,30.532,30.532,30.532,30.532,43.276
2023-01-15T12:00:00,29.078,29.078,29.078,29.078,38.124
2023-01-15T13:00:00,27.734,27.734,27.734,27.734,36.644
2023-01-15T14:00:00,27.232,27.232,27.232,27.232,39.948
2023-01-15T15:00:00,29.862,29.862,29.862,29.862,46.048
2023-01-15T16:00:00,36.732,36.732,36.732,36.732,58.704
2023-01-15T17:00:00,52.738,52.738,52.738,52.738,78.308
2023-01-15T18:00:00,59.478,59.478,59.478,59.478,89.444
2023-01-15T19:00:00,54.076,54.076,54.076,54.076,85.82
2023-01-15T20:00:00,50.254,50.254,50.254,50.254,77.772
2023-01-15T21:00:00,45.014,45.014,45.014,45.014,71.832
2023-01-15T22:00:00,40.44,40.44,40.44,40.44,65.936
2023-01-15T23:00:00,34.456,34.456,34.456,34.456,58.012
2023-01-16T00:00:00,27.388,27.388,27.388,27.388,52.796
2023-01-16T01:00:00,22.83,22.83,22.83,22.83,49.256
2023-01-16T02:00:00,21.346,21.346,21.346,21.346,48.588
2023-01-16T03:00:00,20.366,20.366,20.366,20.366,47.92
2023-01-16T04:00:00,19.934,19.934,19.934,19.934,48.716
2023-01-16T05:00:00,20.494,20.494,20.494,20.494,53.092
2023-01-16T06:00:00,24.054,24.054,24.054,24.054,64.452
2023-01-16T07:00:00,30.298,30.298,30.298,30.298,79.156
2023-01-16T08:00:00,35.746,35.746,35.746,35.746,86.86
2023-01-16T09:00:00,35.82,35.82,35.82,35.82,80.536
2023-01-16T10:00:00,29.62,29.62,29.62,29.62,62.276
2023-01-16T11:00:00,24.486,24.486,24.486,24.486,50.308
2023-01-16T12:00:00,23.36,23.36,23.36,23.36,45.292
2023-01-16T13:00:00,21.814,21.814,21.814,21.814,43.112
2023-01-16T14:00:00,22.222,22.222,22.222,22.222,45.712
2023-01-16T15:00:00,25.616,25.616,25.616,25.616,52.736
2023-01-16T16:00:00,34.598,34.598,34.598,34.598,67.296
2023-01-16T17:00:00,52.952,52.952,52.952,52.952,88.008
2023-01-16T18:00:00,58.608,58.608,58.608,58.608,95.536
2023-01-16T19:00:00,53.046,53.046,53.046,53.046,90.432
2023-01-16T20:00:00,49.116,49.116,49.116,49.116,82.072
2023-01-16T21:00:00,44.444,44.444,44.444,44.444,74.456
2023-01-16T22:00:00,40.084,40.084,40.084,40.084,68.4
2023-01-16T23:00:00,35.022,35.022,35.022,35.022,61.24
2023-01-17T00:00:00,28.32,28.32,28.32,28.32,55.592
2023-01-17T01:00:00,23.63,23.63,23.63,23.63,51.864
2023-01-17T02:00:00,21.176,21.176,21.176,21.176,49.54
2023-01-17T03:00:00,19.91,19.91,19.91,19.91,47.404
2023-01-17T04:00:00,19.632,19.632,19.632,19.632,48.24
2023-01-17T05:00:00,20.34,20.34,20.34,20.34,53.096
2023-01-17T06:00:00,23.926,23.926,23.926,23.926,62.308
2023-01-17T07:00:00,30.144,30.144,30.144,30.144,76.028
2023-01-17T08:00:00,35.04,35.04,35.04,35.04,83.596
2023-01-17T09:00:00,34.574,34.574,34.574,34.574,78.584
2023-01-17T10:00:00,29.6,29.6,29.6,29.6,65.888
2023-01-17T11:00:00,25.056,25.056,25.056,25.056,54.196
2023-01-17T12:00:00,24.51,24.51,24.51,24.51,50.896
2023-01-17T13:00:00,24.498,24.498,24.498,24.498,50.784
2023-01-17T14:00:00,26.096,26.096,26.096,26.096,54.292
2023-01-17T15:00:00,28.056,28.056,28.056,28.056,59.256
2023-01-17T16:00:00,34.87,34.87,34.87,34.87,71.92
2023-01-17T17:00:00,52.602,52.602,52.602,52.602,88.804
2023-01-17T18:00:00,57.97,57.97,57.97,57.97,94.14
2023-01-17T19:00:00,52.872,52.872,52.872,52.872,89.248
2023-01-17T20:00:00,49.314,49.314,49.314,49.314,82.992
2023-01-17T21:00:00,44.276,44.276,44.276,44.276,75.284
2023-01-17T22:00:00,39.748,39.748,39.748,39.748,68.028
2023-01-17T23:00:00,34.688,34.688,34.688,34.688,59.552
2023-01-18T00:00:00,28.17,28.17,28.17,28.17,54.624
2023-01-18T01:00:00,23.356,23.356,23.356,23.356,51.176
2023-01-18T02:00:00,20.994,20.994,20.994,20.994,49.12
2023-01-18T03:00:00,19.746,19.746,19.746,19.746,46.924
2023-01-18T04:00:00,19.012,19.012,19.012,19.012,47.424
2023-01-18T05:00:00,19.756,19.756,19.756,19.756,51.532
2023-01-18T06:00:00,23.3,23.3,23.3,23.3,62.056
2023-01-18T07:00:00,29.594,29.594,29.594,29.594,75.836
2023-01-18T08:00:00,33.886,33.886,33.886,33.886,83.116
2023-01-18T09:00:00,34.03,34.03,34.03,34.03,78.52
2023-01-18T10:00:00,29.426,29.426,29.426,29.426,66.672
2023-01-18T11:00:00,24.402,24.402,24.402,24.402,56.42
2023-01-18T12:00:00,24.412,24.412,24.412,24.412,51.768
2023-01-18T13:00:00,24.376,24.376,24.376,24.376,49.568
